Id,Starttime,#Flows,#Packets,#Srcaddr,#Dstaddr,#Bytes,#labels,#UDPUniqEst,#UDPUniqInt,#UDPTotEstFlow,#UDPTotIntFlow,#NewEstUDPCCIP,TotEstUDPCCIP,#NewIntUDPCCIP,TotIntUDPCCIP,TCPCCFlow,TCPCCBytes,WebFlows,GoogleFlows,CCHTTPBytes,CCHTTPFlow,CCHTTP69Flows,CCHTTO69Bytes,TCPCC67FLows,TCPCC62Flows,TCPCC70Flows,TCPCC71Flows,TCPCC80Flows,UDPCCNewEstBytes,WEBBytes,GoogleBytes,SSLGoogleFLows,SSLGoogleBytes,EstDNSFlows,EstDNSBytes,TCPCustEncFlows,TCPCustEncBytes,UDPEstBytes
5453,1635900,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5454,1636200,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5455,1636500,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5456,1636800,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5457,1637100,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5458,1637400,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5459,1637700,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5460,1638000,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5461,1638300,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5462,1638600,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5463,1638900,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5464,1639200,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5465,1639500,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5466,1639800,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5467,1640100,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5468,1640400,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5469,1640700,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5470,1641000,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5471,1641300,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5472,1641600,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5473,1641900,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5474,1642200,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5475,1642500,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5476,1642800,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5477,1643100,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5478,1643400,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5479,1643700,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5480,1644000,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5481,1644300,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5482,1644600,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5483,1644900,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5484,1645200,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5485,1645500,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5486,1645800,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5487,1646100,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5488,1646400,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5489,1646700,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5490,1647000,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5491,1647300,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5492,1647600,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5493,1647900,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5494,1648200,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5495,1648500,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5496,1648800,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5497,1649100,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5498,1649400,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5499,1649700,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5500,1650000,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5501,1650300,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5502,1650600,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5503,1650900,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5504,1651200,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5505,1651500,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5506,1651800,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5507,1652100,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5508,1652400,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5509,1652700,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5510,1653000,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5511,1653300,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5512,1653600,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5513,1653900,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5514,1654200,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5515,1654500,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5516,1654800,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5517,1655100,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5518,1655400,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5519,1655700,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5520,1656000,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5521,1656300,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5522,1656600,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5523,1656900,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5524,1657200,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5525,1657500,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5526,1657800,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5527,1658100,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5528,1658400,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5529,1658700,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5530,1659000,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5531,1659300,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5532,1659600,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5533,1659900,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5534,1660200,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5535,1660500,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5536,1660800,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5537,1661100,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5538,1661400,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5539,1661700,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5540,1662000,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5541,1662300,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5542,1662600,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5543,1662900,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5544,1663200,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5545,1663500,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5546,1663800,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5547,1664100,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5548,1664400,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5549,1664700,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5550,1665000,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5551,1665300,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5552,1665600,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5553,1665900,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5554,1666200,0,0,0,0,0,0,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5555,1666500,1839,6184,3,90,716239,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,88798,0,0,0
5556,1666800,1612,5274,2,81,493547,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,64378,0,0,0
5557,1667100,1596,4924,2,77,439173,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,66646,0,0,0
5558,1667400,1610,5509,1,77,473365,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,61034,0,0,0
5559,1667700,1709,5392,1,86,507502,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,79812,0,0,0
5560,1668000,1776,5606,3,84,492515,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,81252,0,0,0
5561,1668300,1615,4948,1,80,466385,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,66352,0,0,0
5562,1668600,1656,5258,2,89,469425,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,69272,0,0,0
5563,1668900,1710,5334,3,88,522728,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,76276,0,0,0
5564,1669200,1871,6249,2,89,535010,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,92820,0,0,0
5565,1669500,1620,5000,2,77,428234,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,66888,0,0,0
5566,1669800,1613,5538,2,80,537966,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,64644,0,0,0
5567,1670100,1642,5385,3,87,502481,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,67454,0,0,0
5568,1670400,1913,6291,4,81,546473,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,99192,0,0,0
5569,1670700,1645,5287,3,84,468772,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,67530,0,0,0
5570,1671000,1606,5206,1,71,431274,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,65854,0,0,0
5571,1671300,1468,4537,3,87,439054,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,47220,0,0,0
5572,1671600,1442,4868,2,80,515095,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,46104,0,0,0
5573,1671900,1503,4822,1,82,431885,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,53928,0,0,0
5574,1672200,1622,5440,3,78,429565,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,65364,0,0,0
5575,1672500,1533,4850,2,79,469934,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,56298,0,0,0
5576,1672800,1944,6469,2,85,550000,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,100424,0,0,0
5577,1673100,1624,4910,2,75,386340,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,67752,0,0,0
5578,1673400,1434,5063,1,82,497549,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,43538,0,0,0
5579,1673700,1262,3501,2,79,340680,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,26488,0,0,0
5580,1674000,1098,3447,4,77,444298,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8782,0,0,0
5581,1674300,1208,3534,1,81,332756,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,21118,0,0,0
5582,1674600,1603,5441,4,77,539168,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,64564,0,0,0
5583,1674900,1439,4610,3,76,491652,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,45732,0,0,0
5584,1675200,1321,4571,1,91,481575,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,33930,0,0,0
5585,1675500,1112,2804,2,77,299445,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9546,0,0,0
5586,1675800,1388,3891,1,79,410182,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,43248,0,0,0
5587,1676100,1124,2998,3,82,396433,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,11154,0,0,0
5588,1676400,1115,2946,3,93,368463,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,9380,0,0,0
5589,1676700,1341,3946,1,79,418380,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,36242,0,0,0
5590,1677000,1616,5212,2,79,440275,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,65172,0,0,0
5591,1677300,1610,5243,2,70,480587,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,65676,0,0,0
5592,1677600,1662,5511,3,85,498659,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,69028,0,0,0
5593,1677900,1625,5073,1,74,473691,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,67792,0,0,0
5594,1678200,1077,3302,3,75,355443,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6060,0,0,0
5595,1678500,1143,3022,3,70,333726,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,15028,0,0,0
5596,1678800,1334,3900,2,80,348071,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,34802,0,0,0
5597,1679100,1074,2893,2,78,296764,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6270,0,0,0
5598,1679400,1336,3829,2,73,327436,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,35542,0,0,0
5599,1679700,1341,4214,1,74,367486,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,35406,0,0,0
5600,1680000,1395,4645,2,73,385021,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,41370,0,0,0
5601,1680300,1418,4206,1,78,332988,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,44112,0,0,0
5602,1680600,1352,4094,1,79,429149,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,36500,0,0,0
5603,1680900,1527,4647,1,70,444538,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,56972,0,0,0
5604,1681200,1361,3927,3,78,352956,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,37746,0,0,0
5605,1681500,1615,5406,2,77,561967,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,66398,0,0,0
5606,1681800,1060,3351,3,68,334459,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3808,0,0,0
5607,1682100,1043,2776,1,69,247801,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4496,0,0,0
5608,1682400,1068,3227,1,73,357741,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5856,0,0,0
5609,1682700,1343,3635,2,77,420179,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,37008,0,0,0
5610,1683000,1080,3127,1,80,330071,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6394,0,0,0
5611,1683300,1452,4298,2,63,358919,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,52918,0,0,0
5612,1683600,1376,5121,1,72,424853,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,35742,0,0,0
5613,1683900,1627,5167,1,74,488472,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,70126,0,0,0
5614,1684200,1111,3730,1,77,320608,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8434,0,0,0
5615,1684500,999,2151,1,71,299417,7,0,0,0,0,0,222,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3400,0,0,0
